,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
10,1309802.0,1062718.0,1934744.0,1201392.0,1166600.0,1730509.0,2086817.0,833746.0,484239.0,697173.0,0.0,854562.0,1006621.0,772560.0,1161379.0,357747.0,311006.0,215610.0,736099.0,647731.0,1029473.0,1322490.0,1155249.0,1636739.0,2061268.0,1994681.0,2581767.0,2442474.0,808803.0,2616407.0,2609462.0,2424048.0,2648159.0,1412299.0,2705025.0,2332682.0,2387399.0,1774949.0,1907085.0,1133282.0,2030119.0,966650.0,1907019.0,1863313.0,1993218.0,1594721.0,2673631.0,1992534.0,1561160.0,1914330.0,1744815.0,2130443.0,1691176.0,1251001.0,515546.0,1911488.0,1489959.0,1206768.0,1421702.0,693155.0,1606798.0,1549008.0,1169971.0,1321724.0,1303992.0
11,604243.0,396170.0,1151535.0,420160.0,385368.0,947300.0,1303609.0,250254.0,372424.0,651125.0,854436.0,0.0,229821.0,234504.0,1740008.0,570148.0,908966.0,1037576.0,1329521.0,1242827.0,1622894.0,1901119.0,1859398.0,882356.0,2832183.0,2827693.0,3423361.0,3284069.0,1650397.0,3458001.0,3451056.0,3265642.0,3489753.0,2253894.0,3320944.0,2961671.0,1604190.0,1214941.0,1578517.0,517517.0,1329274.0,183441.0,1123811.0,1162467.0,1292372.0,1183551.0,2262461.0,1291689.0,777952.0,1213484.0,1043970.0,1719273.0,1280007.0,635039.0,685338.0,1325900.0,906018.0,795598.0,1187466.0,1078981.0,1278230.0,1501807.0,1020711.0,1130224.0,1748831.0
12,386585.0,178512.0,1024251.0,413088.0,396859.0,867837.0,1231317.0,143090.0,525390.0,856230.0,1007401.0,227409.0,0.0,441057.0,1641004.0,723113.0,846021.0,974631.0,1263130.0,1176961.0,1548278.0,1802115.0,1793532.0,713522.0,2765793.0,2761827.0,3574345.0,3397034.0,1777361.0,3610433.0,3602040.0,3378607.0,3640737.0,2404878.0,3528030.0,3166776.0,1534087.0,997283.0,1360858.0,299858.0,1111615.0,180648.0,1050864.0,944809.0,1071158.0,962337.0,2044803.0,1070475.0,686779.0,995826.0,822756.0,1501615.0,1062348.0,417380.0,619770.0,1104686.0,688360.0,577940.0,966252.0,1013115.0,1057016.0,1402803.0,921707.0,1021120.0,1650351.0
13,808875.0,600802.0,1353393.0,629514.0,594722.0,1149158.0,1505467.0,403907.0,279620.0,429266.0,771796.0,233966.0,434743.0,0.0,1797500.0,434247.0,843115.0,971725.0,1372220.0,1283852.0,1665594.0,1958611.0,1902097.0,1084214.0,2706497.0,2702007.0,3340721.0,3201429.0,1567758.0,3392357.0,3348818.0,3183002.0,3407113.0,2171254.0,3099086.0,2739813.0,1806048.0,1419573.0,1785511.0,722148.0,1533905.0,385299.0,1325669.0,1367099.0,1497004.0,1390545.0,2469455.0,1496321.0,979810.0,1418116.0,1248601.0,1926267.0,1487000.0,839670.0,663577.0,1530531.0,1110649.0,1002592.0,1394460.0,1157088.0,1485224.0,1644160.0,1163065.0,1272577.0,1800499.0
14,1824962.0,1552667.0,2304953.0,2026412.0,2003720.0,2339042.0,2602813.0,1486161.0,1511300.0,1725779.0,1157311.0,1738405.0,1639882.0,1799621.0,0.0,1386353.0,962682.0,922730.0,431876.0,560266.0,138673.0,160658.0,570899.0,2087947.0,1507058.0,1680737.0,2870545.0,2310770.0,1414717.0,3399861.0,3392916.0,2292343.0,2846891.0,2108842.0,3488478.0,3218804.0,2974217.0,1527681.0,1387051.0,1490178.0,1978636.0,1803770.0,2580254.0,1845718.0,1941736.0,1335735.0,2169188.0,1941052.0,2118041.0,2087611.0,1882577.0,1626000.0,1443908.0,1556651.0,1084400.0,1674993.0,1506263.0,1215868.0,1017510.0,682541.0,1201411.0,682529.0,1008939.0,917097.0,144658.0
15,1062296.0,847633.0,1651119.0,917768.0,882976.0,1446884.0,1803193.0,590629.0,200487.0,347719.0,359388.0,570937.0,722996.0,435804.0,1385092.0,0.0,430707.0,559317.0,959812.0,871443.0,1253186.0,1546203.0,1489689.0,1381940.0,2294089.0,2289599.0,2928313.0,2789021.0,1155350.0,2962953.0,2956008.0,2770594.0,2994705.0,1758846.0,2789406.0,2430133.0,2103774.0,1666404.0,1888177.0,968979.0,1787326.0,683025.0,1623395.0,1620520.0,1750425.0,1493211.0,2572121.0,1749741.0,1277535.0,1671537.0,1502022.0,2028933.0,1589666.0,1086502.0,422529.0,1777363.0,1357481.0,1105258.0,1381673.0,741100.0,1587890.0,1652989.0,1171894.0,1281406.0,1527705.0
16,1126545.0,815877.0,1764211.0,1227484.0,1192692.0,1647740.0,1971277.0,701582.0,556558.0,771036.0,310883.0,908493.0,846350.0,844878.0,961946.0,431611.0,0.0,136171.0,536666.0,448298.0,830040.0,1123057.0,1066544.0,1453482.0,1870944.0,1866453.0,2887773.0,2569746.0,938901.0,2922414.0,2915469.0,2551319.0,2954165.0,1718306.0,3011031.0,2604203.0,2363461.0,1528108.0,1643260.0,886441.0,1783278.0,992742.0,1883082.0,1616471.0,1746376.0,1347880.0,2426790.0,1745693.0,1426739.0,1667489.0,1497974.0,1883602.0,1444335.0,1004160.0,268704.0,1664647.0,1243118.0,959927.0,1157876.0,429329.0,1342973.0,1285183.0,906146.0,1057898.0,1104559.0
17,1255108.0,944441.0,1892774.0,1356048.0,1321255.0,1776303.0,2099841.0,830146.0,685121.0,899600.0,215928.0,1037056.0,973335.0,973442.0,919468.0,560174.0,136503.0,0.0,494188.0,405820.0,787562.0,1080579.0,954705.0,1582045.0,1769317.0,1782525.0,2772875.0,2454848.0,824003.0,2807515.0,2800570.0,2436421.0,2839267.0,1603408.0,2896133.0,2506641.0,2492025.0,1656672.0,1778703.0,1015005.0,1911841.0,1121306.0,2011645.0,1745035.0,1874940.0,1476443.0,2555354.0,1874257.0,1555302.0,1796052.0,1626537.0,2012165.0,1572899.0,1132723.0,397268.0,1793210.0,1371681.0,1088490.0,1293319.0,564772.0,1478416.0,1451301.0,1041589.0,1193341.0,1062081.0
18,1507126.0,1196458.0,2184356.0,1650894.0,1616101.0,2028321.0,2351858.0,1112114.0,1088214.0,1302693.0,734225.0,1331902.0,1264869.0,1376535.0,433781.0,963268.0,539597.0,499645.0,0.0,137181.0,301875.0,594892.0,551798.0,1834063.0,1568571.0,1564081.0,2639502.0,2199812.0,1152234.0,3135746.0,3128802.0,2181385.0,2615848.0,1931639.0,3224364.0,2954690.0,2744042.0,1579968.0,1640095.0,1256826.0,1958548.0,1416151.0,2263663.0,1798029.0,1921646.0,1388022.0,2456309.0,1920963.0,1807320.0,1967014.0,1761980.0,1913121.0,1496195.0,1374545.0,754659.0,1727280.0,1385667.0,1095272.0,1140073.0,386498.0,1325170.0,965614.0,888343.0,1040095.0,576394.0
19,1417551.0,1106884.0,2055217.0,1561319.0,1526527.0,1938746.0,2262284.0,1022540.0,1001504.0,1215983.0,647515.0,1242327.0,1176874.0,1289825.0,560396.0,876558.0,452887.0,412935.0,135116.0,0.0,428490.0,721507.0,664993.0,1744488.0,1636337.0,1631847.0,2707268.0,2267578.0,1065524.0,3049037.0,3042091.0,2249151.0,2683614.0,1844929.0,3137654.0,2867980.0,2654468.0,1579708.0,1625197.0,1167252.0,1958288.0,1326577.0,2174088.0,1797769.0,1921386.0,1387762.0,2456049.0,1920703.0,1717745.0,1948299.0,1761720.0,1912861.0,1495935.0,1284970.0,665085.0,1727020.0,1385406.0,1095012.0,1139813.0,289487.0,1324910.0,1003929.0,888083.0,1039835.0,703009.0
20,1730295.0,1458001.0,2210287.0,1931745.0,1909054.0,2244376.0,2508146.0,1391494.0,1378458.0,1592937.0,1024470.0,1622146.0,1545216.0,1666779.0,137874.0,1253512.0,829841.0,789889.0,299035.0,427425.0,0.0,298985.0,505844.0,1993281.0,1479029.0,1652708.0,2737704.0,2282741.0,1281876.0,3267019.0,3260074.0,2264314.0,2714049.0,1976001.0,3355637.0,3085962.0,2879541.0,1509996.0,1395394.0,1395512.0,1960951.0,1709103.0,2485587.0,1823959.0,1924051.0,1318050.0,2177532.0,1923368.0,2023375.0,1992944.0,1787911.0,1634344.0,1426223.0,1461985.0,1044903.0,1657308.0,1411597.0,1121202.0,999825.0,579067.0,1183726.0,720913.0,914273.0,899412.0,280487.0
21,1985282.0,1712987.0,2465273.0,2186732.0,2164041.0,2499363.0,2763123.0,1646481.0,1671620.0,1886099.0,1317632.0,1898726.0,1799236.0,1959941.0,161177.0,1546674.0,1123003.0,1083051.0,592197.0,720587.0,298994.0,0.0,599615.0,2248267.0,1441636.0,1615314.0,2820766.0,2245348.0,1505791.0,3340810.0,3333865.0,2226921.0,2797112.0,2085712.0,3429428.0,3309878.0,3134537.0,1687991.0,1401202.0,1650498.0,2138947.0,1964090.0,2740574.0,2006029.0,2102045.0,1496045.0,2183340.0,2101362.0,2278362.0,2247931.0,2042897.0,1640151.0,1604218.0,1716971.0,1244721.0,1835303.0,1666584.0,1376189.0,1177820.0,842862.0,1368174.0,696680.0,1169260.0,1077407.0,168525.0
22,2036342.0,1725674.0,2711259.0,2180110.0,2145318.0,2557537.0,2881074.0,1641330.0,1617430.0,1831909.0,1153153.0,1861118.0,1794086.0,1905751.0,568456.0,1492484.0,1068813.0,956698.0,551314.0,666397.0,505724.0,599572.0,0.0,2363279.0,1017746.0,1167055.0,2242477.0,1802786.0,912422.0,2735873.0,2728929.0,1784360.0,2218823.0,1480774.0,2824492.0,2716509.0,3273258.0,2011934.0,1897332.0,1786042.0,2462890.0,1945368.0,2792879.0,2329971.0,2425988.0,1819987.0,2679469.0,2425304.0,2336536.0,2493917.0,2288883.0,2136281.0,1928161.0,1903761.0,1283875.0,2159246.0,1912569.0,1622174.0,1501763.0,930659.0,1685663.0,1222851.0,1415245.0,1401350.0,690756.0
23,333472.0,692944.0,328155.0,564366.0,668482.0,291060.0,569435.0,800950.0,1183007.0,1501280.0,1637120.0,881499.0,712712.0,1084659.0,2087294.0,1380730.0,1453777.0,1582387.0,1832159.0,1745466.0,1993477.0,2248405.0,2362037.0,0.0,3334822.0,3330331.0,4233943.0,3966062.0,2385117.0,4268584.0,4261639.0,3947636.0,4300335.0,3064476.0,4171099.0,3811827.0,940839.0,792169.0,1321199.0,646299.0,688971.0,706608.0,687867.0,522165.0,652070.0,981362.0,1794319.0,651387.0,122755.0,367248.0,403667.0,1331704.0,907899.0,529871.0,1188274.0,751911.0,679233.0,874870.0,1178313.0,1581619.0,1159555.0,1729868.0,1285562.0,1310684.0,2096117.0
24,3005771.0,2695104.0,3684903.0,3149539.0,3114747.0,3526967.0,3850504.0,2610760.0,2420924.0,2635403.0,2056865.0,2830548.0,2764482.0,2709245.0,1506654.0,2295977.0,1872306.0,1849215.0,1565532.0,1635826.0,1479368.0,1437923.0,1018602.0,3332708.0,0.0,175445.0,1380896.0,805478.0,1483080.0,2155838.0,2230052.0,787051.0,1357242.0,1256144.0,2451018.0,2160020.0,4242688.0,2985578.0,2845497.0,2755472.0,3436534.0,2914797.0,3762308.0,3303615.0,3399632.0,2793631.0,3627635.0,3398949.0,3305965.0,3467561.0,3262527.0,3084447.0,2901805.0,2873190.0,2126698.0,3132890.0,2886213.0,2595819.0,2475407.0,1877707.0,2659307.0,2140975.0,2388890.0,2374994.0,1605439.0
25,3002394.0,2691726.0,3640060.0,3146162.0,3111370.0,3523589.0,3847126.0,2607382.0,2417546.0,2632025.0,1991536.0,2827170.0,2760137.0,2705867.0,1679808.0,2292600.0,1868929.0,1783886.0,1562154.0,1632449.0,1652522.0,1611077.0,1166735.0,3329331.0,175256.0,0.0,1211970.0,636551.0,1417751.0,1986911.0,2061125.0,618124.0,1188315.0,1087217.0,2282091.0,1991094.0,4239310.0,3158732.0,3018651.0,2752094.0,3478333.0,2911419.0,3758931.0,3317814.0,3441432.0,2966786.0,3800789.0,3440748.0,3302588.0,3486800.0,3281766.0,3257601.0,3074959.0,2869813.0,2123320.0,3306044.0,2905452.0,2615057.0,2648561.0,1874330.0,2832461.0,2314129.0,2408128.0,2548148.0,1778593.0
26,3886505.0,3639421.0,4509939.0,3776587.0,3745823.0,4305704.0,4662012.0,3410449.0,3059434.0,3168726.0,2582808.0,3429757.0,3581816.0,3347755.0,2873816.0,2932943.0,2892122.0,2777332.0,2640084.0,2710378.0,2741910.0,2816692.0,2244665.0,4213442.0,1380871.0,1213264.0,0.0,591645.0,1998098.0,832986.0,907200.0,610795.0,65674.0,1171949.0,1289795.0,1389564.0,4962594.0,4177683.0,4116344.0,3709985.0,4556262.0,3541845.0,4482214.0,4395744.0,4519361.0,3985737.0,4898481.0,4518678.0,4136355.0,4491032.0,4321518.0,4355293.0,4093910.0,3827704.0,3092248.0,4324995.0,3983381.0,3692986.0,3720775.0,2952259.0,3922884.0,3441863.0,3486058.0,3637810.0,2984207.0
27,3638624.0,3327956.0,4276289.0,3632515.0,3597723.0,4161632.0,4483356.0,3263927.0,2915362.0,3128296.0,2438736.0,3285685.0,3407116.0,3203683.0,2309517.0,2788871.0,2570285.0,2455495.0,2198384.0,2268679.0,2282231.0,2240786.0,1802965.0,3965560.0,804965.0,637359.0,590757.0,0.0,1679944.0,1365699.0,1439912.0,22336.0,567102.0,1142343.0,1822507.0,1778637.0,4818522.0,3735983.0,3648360.0,3388324.0,4114563.0,3397773.0,4338142.0,3954044.0,4077661.0,3544037.0,4430498.0,4076978.0,3938818.0,4123029.0,3917996.0,3887310.0,3652210.0,3506043.0,2831049.0,3883295.0,3541682.0,3251287.0,3278270.0,2510560.0,3462170.0,2943838.0,3044358.0,3177857.0,2408302.0
28,2057683.0,1747016.0,2695349.0,1998361.0,1963569.0,2527478.0,2883787.0,1632721.0,1281208.0,1494143.0,804582.0,1651531.0,1775910.0,1569529.0,1414376.0,1154717.0,939079.0,824288.0,1148896.0,1060528.0,1282470.0,1505635.0,911006.0,2384620.0,1482528.0,1415941.0,1994802.0,1670546.0,0.0,2029442.0,2022497.0,1652119.0,2061194.0,825335.0,2118060.0,1848385.0,3184368.0,2459247.0,2657659.0,1817580.0,2714416.0,1763619.0,2703988.0,2547610.0,2677515.0,2279018.0,3357929.0,2676832.0,2357877.0,2598627.0,2429112.0,2814741.0,2375474.0,1935298.0,1199843.0,2595785.0,2174256.0,1891065.0,2172275.0,1294012.0,2357371.0,1982423.0,1920545.0,2072297.0,1556989.0
29,3915149.0,3668065.0,4538583.0,3805231.0,3770439.0,4334348.0,4690657.0,3439093.0,3088078.0,2965690.0,2611452.0,3458401.0,3610460.0,3390549.0,3397552.0,2961587.0,2920766.0,2805976.0,3130584.0,3042216.0,3265646.0,3334881.0,2727882.0,4242086.0,2155015.0,1987408.0,833018.0,1365789.0,2026742.0,0.0,80288.0,1384940.0,899410.0,1267854.0,462882.0,739726.0,4991238.0,4380296.0,4512432.0,3738629.0,4635466.0,3570489.0,4510858.0,4468660.0,4598564.0,4200068.0,5278978.0,4597881.0,4164999.0,4519677.0,4350162.0,4735790.0,4296523.0,3856348.0,3120892.0,4516835.0,4095306.0,3812115.0,4027049.0,3275700.0,4212145.0,3965599.0,3775318.0,3927070.0,3540165.0
30,3907657.0,3660573.0,4531090.0,3797739.0,3762947.0,4326855.0,4683164.0,3431600.0,3080586.0,2921778.0,2603959.0,3450908.0,3602967.0,3346637.0,3390059.0,2954094.0,2913274.0,2798483.0,3123091.0,3034723.0,3258153.0,3327388.0,2720390.0,4234593.0,2227848.0,2060241.0,905851.0,1438622.0,2019250.0,79145.0,0.0,1457772.0,972243.0,1260361.0,418971.0,695814.0,4983745.0,4372804.0,4504940.0,3731137.0,4627973.0,3562996.0,4503366.0,4461167.0,4591072.0,4192575.0,5271485.0,4590389.0,4157506.0,4512184.0,4342669.0,4728297.0,4289031.0,3848855.0,3113400.0,4509342.0,4087813.0,3804622.0,4019556.0,3268207.0,4204653.0,3958106.0,3767826.0,3919578.0,3532672.0
31,3617875.0,3307207.0,4255541.0,3611767.0,3576974.0,4140883.0,4462608.0,3243179.0,2894614.0,3107548.0,2417987.0,3264937.0,3386368.0,3182934.0,2289604.0,2768122.0,2549537.0,2434746.0,2177635.0,2247930.0,2262318.0,2220873.0,1782217.0,3944812.0,785052.0,617445.0,610170.0,21943.0,1659195.0,1385111.0,1459325.0,0.0,586515.0,1121594.0,1841920.0,1798050.0,4797773.0,3715235.0,3628447.0,3367575.0,4093814.0,3377024.0,4317394.0,3933296.0,4056913.0,3523289.0,4410584.0,4056230.0,3918069.0,4102281.0,3897247.0,3867396.0,3631462.0,3485294.0,2810301.0,3862547.0,3520933.0,3230538.0,3258356.0,2489811.0,3442257.0,2923925.0,3023609.0,3157943.0,2388388.0
32,3953267.0,3706183.0,4576701.0,3843349.0,3808557.0,4372466.0,4728774.0,3477210.0,3126196.0,3235487.0,2649570.0,3496519.0,3648368.0,3414517.0,2849088.0,2999704.0,2958884.0,2844093.0,2615355.0,2685649.0,2717181.0,2791963.0,2219936.0,4280204.0,1356142.0,1188535.0,73905.0,566916.0,2064860.0,899748.0,973962.0,586066.0,0.0,1238711.0,1356556.0,1456326.0,5029356.0,4152954.0,4091615.0,3776747.0,4531534.0,3608607.0,4548976.0,4371015.0,4494632.0,3961008.0,4873752.0,4493949.0,4203117.0,4540000.0,4334966.0,4330564.0,4069181.0,3894466.0,3159010.0,4300266.0,3958653.0,3668258.0,3696046.0,2927530.0,3898156.0,3417134.0,3461329.0,3613081.0,2959478.0
33,2712996.0,2465912.0,3336430.0,2603078.0,2568286.0,3132195.0,3488503.0,2236940.0,1885925.0,1995217.0,1409299.0,2256248.0,2408016.0,2174246.0,2099852.0,1759434.0,1718613.0,1603823.0,1928431.0,1840063.0,1967946.0,2077699.0,1470701.0,3039933.0,1251565.0,1082994.0,1173361.0,1137593.0,824589.0,1269330.0,1262385.0,1119166.0,1239752.0,0.0,1357948.0,1066950.0,3789085.0,3178143.0,3310279.0,2536476.0,3433313.0,2368336.0,3308705.0,3266506.0,3396411.0,2997915.0,4076825.0,3395728.0,2962846.0,3317523.0,3148009.0,3533637.0,3094370.0,2654195.0,1918739.0,3314682.0,2893153.0,2609962.0,2824896.0,2073547.0,3009992.0,2667899.0,2573165.0,2724917.0,2242465.0
34,3896176.0,3688103.0,4440695.0,3716815.0,3682023.0,4236460.0,4592768.0,3370403.0,2980261.0,2673678.0,2685553.0,3321267.0,3521835.0,3098537.0,3471653.0,2788105.0,2994867.0,2880077.0,3204685.0,3116317.0,3339747.0,3408982.0,2801984.0,4171515.0,2460952.0,2293345.0,1289966.0,1822738.0,2100843.0,463261.0,419722.0,1841888.0,1356358.0,1341955.0,0.0,461090.0,4893350.0,4418130.0,4550266.0,3809449.0,4621206.0,3472601.0,4412970.0,4454400.0,4584305.0,4237901.0,5316811.0,4583622.0,4067111.0,4505417.0,4335902.0,4773623.0,4334357.0,3926972.0,3158726.0,4554668.0,4133139.0,3849948.0,4064882.0,3336335.0,4249978.0,4039700.0,3813152.0,3964904.0,3614266.0
35,3536555.0,3328482.0,4081074.0,3357194.0,3326430.0,3876839.0,4233147.0,3010782.0,2620640.0,2314057.0,2328429.0,2961647.0,3162214.0,2738916.0,3217823.0,2428484.0,2607326.0,2505943.0,2950855.0,2862486.0,3085916.0,3309082.0,2714452.0,3811894.0,2186171.0,2018565.0,1390119.0,1779580.0,1847013.0,740698.0,697159.0,1798731.0,1456511.0,1067174.0,462066.0,0.0,4533729.0,4058509.0,4190645.0,3449828.0,4261585.0,3112980.0,4053349.0,4094779.0,4224684.0,3878280.0,4957190.0,4224001.0,3707490.0,4145796.0,3976282.0,4414002.0,3974736.0,3567351.0,2799105.0,4195047.0,3773518.0,3490327.0,3705261.0,2976714.0,3890358.0,3785869.0,3453531.0,3605283.0,3360436.0
